,SMILES_nocond,Index
24,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC/C=C/[C@H]2OC[C@H](O)[C@@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EE200>
25,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401F20>
26,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167430>
27,O=[N+]([O-])c1ccc([C@@H](O)CN=C(O)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D0B0>
28,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D190>
29,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)NCC2,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167270>
30,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D9E0>
31,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2C(=O)O)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401430>
32,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)OCc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401350>
33,CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EECF0>
34,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162270>
35,CC(C)N1C(=O)C(=O)C(c2ccc(F)cc2)=C1CC[C@@H](O)C[C@@H](O)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401120>
36,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc32)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401270>
37,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000027DFF9A5F20>
38,CCOC(=O)c1c(C)nn(-c2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401EB0>
39,CC1(C)S[C@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167F20>
40,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401970>
41,CC1(C)S[C@H]([C@@H](C=O)N=C(O)c2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E031675F0>
42,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312DBA0>
43,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1ccncc1)B(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EEF90>
44,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401AC0>
45,CC1=C(CCOP(=O)(O)O)S[C@H]([C@@H](O)Cc2ccccc2)N1Cc1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401B30>
46,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401510>
47,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](N=C(O)c1cccc(O)c1O)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401820>
48,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CCC1,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8C80>
49,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(O)=NO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401890>
50,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](N=C(O)c1cccc(O)c1O)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD4015F0>
51,CC(C)(C)OC(O)=N[C@H]1CNc2ccccc2C1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D740>
52,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167C10>
53,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DC6DBF890>
54,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(C)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E031620B0>
55,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C89E0>
56,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CC3CCCCC3)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8740>
57,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D4A0>
58,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CC3CCCCC3)C(O)=NO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8900>
59,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](N)Cc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EEDD0>
60,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](CO)[C@@H](O)C1)C=N2,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401740>
61,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](CO)[C@@H](O)C1)C=C2,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167AC0>
62,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(O)nc(O)c1N2C,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C85F0>
63,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1c(O)nc(O)nc1N2C,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EE900>
64,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167200>
65,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8510>
66,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E031625F0>
67,C#CCN(Cc1ccc2[nH]c(=N)nc(O)c2c1)c1ccc(C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8EB0>
68,CN(C)c1cccc2c(S(=O)(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8AC0>
69,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8BA0>
70,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EE9E0>
71,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162820>
72,CCN(CC)c1ccc2c(=O)c3ccc(N(CC)CC)cc3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312DC80>
73,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=N)O)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401CF0>
74,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167A50>
75,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EED60>
76,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=NO,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EEEB0>
77,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2,<rdkit.Chem.rdchem.Mol object at 0x0000027E031676D0>
78,CC1(C)S[C@@H]([C@H](N=C(O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167BA0>
79,CN(C)c1cccc2c(S(=O)(=O)O)cc(CCC(=O)O)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8CF0>
80,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C2=CC(Cl)=CCC12,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D900>
81,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C2=CC(F)=CCC12,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167970>
82,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401C80>
83,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=CC2,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EEBA0>
84,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=NC2,<rdkit.Chem.rdchem.Mol object at 0x0000027E030EEF20>
85,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](O)C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DCD401D60>
86,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167B30>
87,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167CF0>
88,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D970>
89,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)C(C)(C)C)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167E40>
90,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E031C8DD0>
91,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D430>
92,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167F90>
93,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167820>
94,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167900>
95,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167DD0>
96,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312DD60>
97,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162430>
98,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccc(C)cn1)n2CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000027E0312D270>
99,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167350>
100,Cc1nc2ccc(N=C(O)CCN=C(O)OC(C)(C)C)cc2s1,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162580>
101,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162660>
102,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccccc1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027E03162740>
103,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027E03167190>
