,SMILES_nocond,Index
67,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114820>
68,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114D60>
69,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114E40>
70,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6119DD0>
71,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=N)O)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611C040>
72,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611E200>
73,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114740>
74,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD60FBC10>
75,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611C200>
76,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=NO,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6119EB0>
77,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114F20>
78,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD61146D0>
79,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114040>
80,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD61142E0>
81,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=C2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611B190>
82,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=CC2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611B890>
83,CC1(C)S[C@@H]([C@H](N=C(O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CF20>
84,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=NC2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6119F90>
85,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CB30>
86,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](O)C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD60FBCF0>
87,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CBA0>
88,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)C(C)(C)C)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CC80>
89,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CD60>
90,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611BEB0>
91,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6119270>
92,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611C660>
93,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611CA50>
94,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD60FBEB0>
95,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)Cn2ccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114580>
96,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD61195F0>
97,CC(C)(C)OC(O)=N[C@H]1CNc2ccccc2C1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6114CF0>
98,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611E430>
99,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD61193C0>
100,O=C(O)C1=C(C(O)=Nc2c(F)cc(-c3ccccc3)cc2F)CCC1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611BCF0>
101,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccccc1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611E5F0>
102,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)C1CC1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611C2E0>
103,O=C(O)C1=C(C(O)=Nc2c(F)cc(-c3ccccc3)cc2F)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611BBA0>
104,COc1ccc2c(c1)cc(C(O)=NS(C)(=O)=O)n2C[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611E740>
105,CC(O)=Nc1nc(C)c(-c2ccc(Cl)cc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000027DD611E7B0>
106,CCOC(=O)c1c(C)nn(-c2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000027DD6119510>
