,SMILES_nocond,Index
74,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2F20>
75,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CE465E740>
76,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=NO,<rdkit.Chem.rdchem.Mol object at 0x0000015CE465E5F0>
77,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F24A0>
78,CC1(C)S[C@@H]([C@H](N=C(O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CE465E120>
79,CN(C)c1cccc2c(S(=O)(=O)O)cc(CCC(=O)O)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000015CE465EC80>
80,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C2=CC(Cl)=CCC12,<rdkit.Chem.rdchem.Mol object at 0x0000015C3DAD2510>
81,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C2=CC(F)=CCC12,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2E40>
82,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CE456CA50>
83,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2AC0>
84,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=NC2,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2CF0>
85,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](O)C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015CE456C900>
86,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F10B0>
87,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1200>
88,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015C3DAD2660>
89,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)C(C)(C)C)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1350>
90,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2190>
91,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015C00A363C0>
92,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2DD0>
93,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2D60>
94,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F22E0>
95,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F12E0>
96,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015C3D96D4A0>
97,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1900>
98,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccc(C)cn1)n2CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015C3D96D820>
99,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F20B0>
100,Cc1nc2ccc(N=C(O)CCN=C(O)OC(C)(C)C)cc2s1,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1A50>
101,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1B30>
102,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccccc1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F1C10>
103,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015CFD9F2660>
