,SMILES_nocond,Index
16,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)O2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87970>
17,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88040>
18,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)O2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87B30>
19,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87580>
20,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88970>
21,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CC=C1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A829E0>
22,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C=CC1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88430>
23,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)N2C=O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88BA0>
24,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC/C=C/[C@H]2OC[C@H](O)[C@@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A872E0>
25,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC/C=C/[C@H]2OC[C@H](F)[C@@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A877B0>
26,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2C=O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A824A0>
27,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)[C@@H](O)[C@H]2O)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88190>
28,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)NCC2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A23F20>
29,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2C(=O)O)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A882E0>
30,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89BA0>
31,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CO[C@H]2OCC[C@H]21)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88350>
32,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A884A0>
33,CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A866D0>
34,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H](C)[C@@H](O)CC2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A885F0>
35,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)[C@@H](O)C2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A886D0>
36,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)CN2C(=O)O)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A887B0>
37,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A860B0>
38,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(O)nc(O)c1N2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89F90>
39,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88120>
40,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89350>
41,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A1F2E0>
42,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88F90>
43,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1ccncc1)B(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88CF0>
44,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(O)nc(O)c1N2C,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89430>
45,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88A50>
46,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](N=C(O)c1cccc(O)c1O)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87890>
47,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87350>
48,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82890>
49,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89120>
50,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(C)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A870B0>
51,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89200>
52,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A874A0>
53,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCC(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87190>
54,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87D60>
55,CCN(CC)c1ccc2c(=O)c3ccc(N(CC)CC)cc3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A23F90>
56,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](N)Cc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88B30>
57,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1c(O)nc(O)nc1N2C,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89040>
58,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1c(O)nc(O)nc1N2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89580>
59,Cc1cc2c(cc1C)N(CC(=O)O)c1c(O)nc(O)nc1N2C[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A894A0>
60,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86190>
61,CN(C)c1cccc2c(S(=O)(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86900>
62,CC1(C)S[C@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82660>
63,CC1(C)S[C@H]([C@@H](C=O)N=C(O)c2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A23EB0>
64,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(O)=NO)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88F20>
65,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82270>
66,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89820>
67,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89D60>
68,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89E40>
69,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89C10>
70,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=N)O)C(=O)O)cccc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82040>
71,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86270>
72,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89740>
73,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A23E40>
74,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82200>
75,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=NO,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88DD0>
76,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89F20>
77,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A893C0>
78,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86040>
79,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88270>
80,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A875F0>
81,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82970>
82,CC1(C)S[C@@H]([C@H](N=C(O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A890B0>
83,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N=NC2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87F90>
84,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82BA0>
85,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](O)C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A23DD0>
86,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82C10>
87,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)C(C)(C)C)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82CF0>
88,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82DD0>
89,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CCC1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82C80>
90,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89C80>
91,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89A50>
92,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A82AC0>
93,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1ccc2nc(O)sc2c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A7EEB0>
94,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)Cn2ccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89660>
95,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C2)c1O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88580>
96,CC(C)(C)OC(O)=N[C@H]1CNc2ccccc2C1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A89CF0>
97,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A864A0>
98,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86510>
99,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87120>
100,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)c1ccccc1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A87C10>
101,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)C1CC1)n2CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A822E0>
102,COc1ccc2c(c1)cc(C(O)=NS(C)(=O)=O)n2Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A86820>
103,CC(O)=Nc1nc(C)c(-c2ccc(Cl)cc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88C80>
104,CCOC(=O)c1c(C)nn(-c2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000015D14A88EB0>
